Symbol,Name,Sector,Market Cap
MTRO.L,Stock FTSE 250,Unknown,500000000
MAB.L,Stock FTSE 250,Unknown,500000000
MTO.L,Stock FTSE 250,Unknown,500000000
GROW.L,Stock FTSE 250,Unknown,500000000
MNKS.L,Stock FTSE 250,Unknown,500000000
MONY.L,Stock FTSE 250,Unknown,500000000
MOON.L,Stock FTSE 250,Unknown,500000000
MGAM.L,Stock FTSE 250,Unknown,500000000
MGNS.L,Stock FTSE 250,Unknown,500000000
MUT.L,Stock FTSE 250,Unknown,500000000
MYI.L,Stock FTSE 250,Unknown,500000000
NBPE.L,Stock FTSE 250,Unknown,500000000
NCC.L,Stock FTSE 250,Unknown,500000000
N91.L,Stock FTSE 250,Unknown,500000000
NAS.L,Stock FTSE 250,Unknown,500000000
OCI.L,Stock FTSE 250,Unknown,500000000
OCDO.L,Stock FTSE 250,Unknown,500000000
OSB.L,Stock FTSE 250,Unknown,500000000
OXB.L,Stock FTSE 250,Unknown,500000000
OXIG.L,Stock FTSE 250,Unknown,500000000
ONT.L,Stock FTSE 250,Unknown,500000000
PHI.L,Stock FTSE 250,Unknown,500000000
PAGE.L,Stock FTSE 250,Unknown,500000000
PAF.L,Stock FTSE 250,Unknown,500000000
PINT.L,Stock FTSE 250,Unknown,500000000
PIN.L,Stock FTSE 250,Unknown,500000000
PAG.L,Stock FTSE 250,Unknown,500000000
PEY.L,Stock FTSE 250,Unknown,500000000
PPET.L,Stock FTSE 250,Unknown,500000000
PNN.L,Stock FTSE 250,Unknown,500000000
PNL.L,Stock FTSE 250,Unknown,500000000
PETS.L,Stock FTSE 250,Unknown,500000000
PINE.L,Stock FTSE 250,Unknown,500000000
PTEC.L,Stock FTSE 250,Unknown,500000000
PLUS.L,Stock FTSE 250,Unknown,500000000
PCGH.L,Stock FTSE 250,Unknown,500000000
POLN.L,Stock FTSE 250,Unknown,500000000
PPH.L,Stock FTSE 250,Unknown,500000000
PFD.L,Stock FTSE 250,Unknown,500000000
PHP.L,Stock FTSE 250,Unknown,500000000
PRN.L,Stock FTSE 250,Unknown,500000000
QQ.L,Stock FTSE 250,Unknown,500000000
QLT.L,Stock FTSE 250,Unknown,500000000
RNK.L,Stock FTSE 250,Unknown,500000000
RPI.L,Stock FTSE 250,Unknown,500000000
RAT.L,Stock FTSE 250,Unknown,500000000
RSW.L,Stock FTSE 250,Unknown,500000000
RHIM.L,Stock FTSE 250,Unknown,500000000
RCP.L,Stock FTSE 250,Unknown,500000000
ROR.L,Stock FTSE 250,Unknown,500000000
RS1.L,Stock FTSE 250,Unknown,500000000
RTW.L,Stock FTSE 250,Unknown,500000000
RICA.L,Stock FTSE 250,Unknown,500000000
SAFE.L,Stock FTSE 250,Unknown,500000000
SAGA.L,Stock FTSE 250,Unknown,500000000
SVS.L,Stock FTSE 250,Unknown,500000000
ATR.L,Stock FTSE 250,Unknown,500000000
SDP.L,Stock FTSE 250,Unknown,500000000
SOI.L,Stock FTSE 250,Unknown,500000000
SAIN.L,Stock FTSE 250,Unknown,500000000
SEIT.L,Stock FTSE 250,Unknown,500000000
SNR.L,Stock FTSE 250,Unknown,500000000
SEQI.L,Stock FTSE 250,Unknown,500000000
SRP.L,Stock FTSE 250,Unknown,500000000
SHC.L,Stock FTSE 250,Unknown,500000000
SHAW.L,Stock FTSE 250,Unknown,500000000
SRE.L,Stock FTSE 250,Unknown,500000000
SCT.L,Stock FTSE 250,Unknown,500000000
SPI.L,Stock FTSE 250,Unknown,500000000
SSPG.L,Stock FTSE 250,Unknown,500000000
SUPR.L,Stock FTSE 250,Unknown,500000000
SYNC.L,Stock FTSE 250,Unknown,500000000
THRL.L,Stock FTSE 250,Unknown,500000000
TATE.L,Stock FTSE 250,Unknown,500000000
TW.L,Stock FTSE 250,Unknown,500000000
TBCG.L,Stock FTSE 250,Unknown,500000000
TEP.L,Stock FTSE 250,Unknown,500000000
TMPL.L,Stock FTSE 250,Unknown,500000000
TEM.L,Stock FTSE 250,Unknown,500000000
TRIG.L,Stock FTSE 250,Unknown,500000000
THG.L,Stock FTSE 250,Unknown,500000000
TCAP.L,Stock FTSE 250,Unknown,500000000
TRN.L,Stock FTSE 250,Unknown,500000000
TPK.L,Stock FTSE 250,Unknown,500000000
BBOX.L,Stock FTSE 250,Unknown,500000000
TRY.L,Stock FTSE 250,Unknown,500000000
TRST.L,Stock FTSE 250,Unknown,500000000
TFIF.L,Stock FTSE 250,Unknown,500000000
UTG.L,Stock FTSE 250,Unknown,500000000
UEM.L,Stock FTSE 250,Unknown,500000000
VSVS.L,Stock FTSE 250,Unknown,500000000
VCT.L,Stock FTSE 250,Unknown,500000000
VEIL.L,Stock FTSE 250,Unknown,500000000
VOF.L,Stock FTSE 250,Unknown,500000000
VTY.L,Stock FTSE 250,Unknown,500000000
FAN.L,Stock FTSE 250,Unknown,500000000
WPS.L,Stock FTSE 250,Unknown,500000000
WOSG.L,Stock FTSE 250,Unknown,500000000
JDW.L,Stock FTSE 250,Unknown,500000000
SMWH.L,Stock FTSE 250,Unknown,500000000
WIX.L,Stock FTSE 250,Unknown,500000000
WIZZ.L,Stock FTSE 250,Unknown,500000000
WKP.L,Stock FTSE 250,Unknown,500000000
WWH.L,Stock FTSE 250,Unknown,500000000
WPP.L,Stock FTSE 250,Unknown,500000000
XPS.L,Stock FTSE 250,Unknown,500000000
ZIG.L,Stock FTSE 250,Unknown,500000000
ACS.MC,Stock IBEX 35,Unknown,500000000
ACX.MC,Stock IBEX 35,Unknown,500000000
AMS.MC,Stock IBEX 35,Unknown,500000000
ANA.MC,Stock IBEX 35,Unknown,500000000
ANE.MC,Stock IBEX 35,Unknown,500000000
BBVA.MC,Stock IBEX 35,Unknown,500000000
BKT.MC,Stock IBEX 35,Unknown,500000000
CABK.MC,Stock IBEX 35,Unknown,500000000
CLNX.MC,Stock IBEX 35,Unknown,500000000
COL.MC,Stock IBEX 35,Unknown,500000000
AENA.MC,Stock IBEX 35,Unknown,500000000
ELE.MC,Stock IBEX 35,Unknown,500000000
ENG.MC,Stock IBEX 35,Unknown,500000000
FDR.MC,Stock IBEX 35,Unknown,500000000
FER.MC,Stock IBEX 35,Unknown,500000000
GRF.MC,Stock IBEX 35,Unknown,500000000
IAG.MC,Stock IBEX 35,Unknown,500000000
IBE.MC,Stock IBEX 35,Unknown,500000000
IDR.MC,Stock IBEX 35,Unknown,500000000
ITX.MC,Stock IBEX 35,Unknown,500000000
LOG.MC,Stock IBEX 35,Unknown,500000000
MAP.MC,Stock IBEX 35,Unknown,500000000
MRL.MC,Stock IBEX 35,Unknown,500000000
MTS.MC,Stock IBEX 35,Unknown,500000000
NTGY.MC,Stock IBEX 35,Unknown,500000000
PUIG.MC,Stock IBEX 35,Unknown,500000000
RED.MC,Stock IBEX 35,Unknown,500000000
REP.MC,Stock IBEX 35,Unknown,500000000
ROVI.MC,Stock IBEX 35,Unknown,500000000
SAB.MC,Stock IBEX 35,Unknown,500000000
SAN.MC,Stock IBEX 35,Unknown,500000000
SCYR.MC,Stock IBEX 35,Unknown,500000000
SLR.MC,Stock IBEX 35,Unknown,500000000
TEF.MC,Stock IBEX 35,Unknown,500000000
UNI.MC,Stock IBEX 35,Unknown,500000000
